Cropping_situation;Crop;Asso_pure;Site;Year;Yields;N_fertilization_rate;Sowing_date;Sowing_density;PAWC;Soil_N_organic;Interrang;tot_rainfall;veg_rainfall;rep_rainfall;critical_rainfall;nb_days_60;nb_days_0;max_days_0
Burk_sgcw_2000_N6a;Cowpea;associee;Burkina;2000;0.45054;120;212;6.25;424.460;0.03;0.8;397.72;300.09;97.63;120.15;0;16;10
Burk_sgcw_2000_N6p;Sorghum;associee;Burkina;2000;3.10896;120;197;6.25;424.460;0.03;0.8;463.98;457.12;6.86;35.21;0;18;10
Burk_sgcw_2000_N7a;Cowpea;associee;Burkina;2000;0.43855;140;212;6.25;424.460;0.03;0.8;397.72;300.09;97.63;120.15;0;16;10
Burk_sgcw_2000_N7p;Sorghum;associee;Burkina;2000;3.26224;140;197;6.25;424.460;0.03;0.8;463.98;457.12;6.86;35.21;0;18;10
Burk_sgcw_2000_N8a;Cowpea;associee;Burkina;2000;0.42613;160;212;6.25;424.460;0.03;0.8;397.72;300.09;97.63;120.15;0;16;10
Burk_sgcw_2000_N8p;Sorghum;associee;Burkina;2000;3.39567;160;197;6.25;424.460;0.03;0.8;463.98;457.12;6.86;35.21;0;18;10
Burk_sgcw_2000_N9a;Cowpea;associee;Burkina;2000;0.41296;180;212;6.25;424.460;0.03;0.8;397.72;300.09;97.63;120.15;0;16;10
Burk_sgcw_2000_N9p;Sorghum;associee;Burkina;2000;3.52007;180;197;6.25;424.460;0.03;0.8;463.98;457.12;6.86;35.21;0;18;10
Burk_sgcw_2001_N0a;Cowpea;associee;Burkina;2001;0.3586;0;212;6.25;424.460;0.03;0.8;288.8;239.57;49.23;79.67;0;35;35
Burk_sgcw_2001_N0p;Sorghum;associee;Burkina;2001;1.11517;0;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sgcw_2001_N1a;Cowpea;associee;Burkina;2001;0.35466;20;212;6.25;424.460;0.03;0.8;288.8;239.57;49.23;79.67;0;35;35
Burk_sgcw_2001_N1p;Sorghum;associee;Burkina;2001;1.62053;20;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sgcw_2001_N2a;Cowpea;associee;Burkina;2001;0.34652;40;212;6.25;424.460;0.03;0.8;288.8;239.57;49.23;79.67;0;35;35
Burk_sgcw_2001_N2p;Sorghum;associee;Burkina;2001;1.82938;40;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sgcw_2001_N3a;Cowpea;associee;Burkina;2001;0.33201;60;212;6.25;424.460;0.03;0.8;288.8;239.57;49.23;79.67;0;35;35
Burk_sgcw_2001_N3p;Sorghum;associee;Burkina;2001;2.00468;60;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sgcw_2001_N4a;Cowpea;associee;Burkina;2001;0.31123;80;212;6.25;424.460;0.03;0.8;288.8;239.57;49.23;79.67;0;35;35
Burk_sgcw_2001_N4p;Sorghum;associee;Burkina;2001;2.18004;80;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sgcw_2001_N5a;Cowpea;associee;Burkina;2001;0.29002;100;212;6.25;424.460;0.03;0.8;288.8;239.57;49.23;79.67;0;35;35
Burk_sgcw_2001_N5p;Sorghum;associee;Burkina;2001;2.3314;100;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sgcw_2001_N6a;Cowpea;associee;Burkina;2001;0.27258;120;212;6.25;424.460;0.03;0.8;288.8;239.57;49.23;79.67;0;35;35
Burk_sgcw_2001_N6p;Sorghum;associee;Burkina;2001;2.47675;120;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sgcw_2001_N7a;Cowpea;associee;Burkina;2001;0.25889;140;212;6.25;424.460;0.03;0.8;288.8;239.57;49.23;79.67;0;35;35
Burk_sgcw_2001_N7p;Sorghum;associee;Burkina;2001;2.6061;140;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sgcw_2001_N8a;Cowpea;associee;Burkina;2001;0.24917;160;212;6.25;424.460;0.03;0.8;288.8;239.57;49.23;79.67;0;35;35
Burk_sgcw_2001_N8p;Sorghum;associee;Burkina;2001;2.68248;160;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sgcw_2001_N9a;Cowpea;associee;Burkina;2001;0.24149;180;212;6.25;424.460;0.03;0.8;288.8;239.57;49.23;79.67;0;35;35
Burk_sgcw_2001_N9p;Sorghum;associee;Burkina;2001;2.7432;180;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sgcw_2002_N0a;Cowpea;associee;Burkina;2002;0.11547;0;212;6.25;424.460;0.03;0.8;277.39;193.22;84.17;96.68;0;21;10
Burk_sgcw_2002_N0p;Sorghum;associee;Burkina;2002;0.28881;0;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sgcw_2002_N1a;Cowpea;associee;Burkina;2002;0.11462;20;212;6.25;424.460;0.03;0.8;277.39;193.22;84.17;96.68;0;21;10
Burk_sgcw_2002_N1p;Sorghum;associee;Burkina;2002;0.58262;20;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sgcw_2002_N2a;Cowpea;associee;Burkina;2002;0.12105;40;212;6.25;424.460;0.03;0.8;277.39;193.22;84.17;96.68;0;21;10
Burk_sgcw_2002_N2p;Sorghum;associee;Burkina;2002;0.90697;40;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sgcw_2002_N3a;Cowpea;associee;Burkina;2002;0.11781;60;212;6.25;424.460;0.03;0.8;277.39;193.22;84.17;96.68;0;21;10
Burk_sgcw_2002_N3p;Sorghum;associee;Burkina;2002;1.05087;60;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sgcw_2002_N4a;Cowpea;associee;Burkina;2002;0.11679;80;212;6.25;424.460;0.03;0.8;277.39;193.22;84.17;96.68;0;21;10
Burk_sgcw_2002_N4p;Sorghum;associee;Burkina;2002;1.19917;80;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sgcw_2002_N5a;Cowpea;associee;Burkina;2002;0.08214;100;212;6.25;424.460;0.03;0.8;277.39;193.22;84.17;96.68;0;21;10
Burk_sgcw_2002_N5p;Sorghum;associee;Burkina;2002;1.33906;100;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sgcw_2002_N6a;Cowpea;associee;Burkina;2002;0.06718;120;212;6.25;424.460;0.03;0.8;277.39;193.22;84.17;96.68;0;21;10
Burk_sgcw_2002_N6p;Sorghum;associee;Burkina;2002;1.46883;120;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sgcw_2002_N7a;Cowpea;associee;Burkina;2002;0.0663;140;212;6.25;424.460;0.03;0.8;277.39;193.22;84.17;96.68;0;21;10
Burk_sgcw_2002_N7p;Sorghum;associee;Burkina;2002;1.58265;140;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sgcw_2002_N8a;Cowpea;associee;Burkina;2002;0.06007;160;212;6.25;424.460;0.03;0.8;277.39;193.22;84.17;96.68;0;21;10
Burk_sgcw_2002_N8p;Sorghum;associee;Burkina;2002;1.71008;160;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sgcw_2002_N9a;Cowpea;associee;Burkina;2002;0.05162;180;212;6.25;424.460;0.03;0.8;277.39;193.22;84.17;96.68;0;21;10
Burk_sgcw_2002_N9p;Sorghum;associee;Burkina;2002;1.78043;180;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sgcw_2003_N0a;Cowpea;associee;Burkina;2003;0.43068;0;212;6.25;424.460;0.03;0.8;428.27;357.02;71.25;148.03;0;15;8
Burk_sgcw_2003_N0p;Sorghum;associee;Burkina;2003;1.12663;0;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sgcw_2003_N1a;Cowpea;associee;Burkina;2003;0.41934;20;212;6.25;424.460;0.03;0.8;428.27;357.02;71.25;148.03;0;15;8
Burk_sgcw_2003_N1p;Sorghum;associee;Burkina;2003;1.62147;20;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sgcw_2003_N2a;Cowpea;associee;Burkina;2003;0.40576;40;212;6.25;424.460;0.03;0.8;428.27;357.02;71.25;148.03;0;15;8
Burk_sgcw_2003_N2p;Sorghum;associee;Burkina;2003;2.20121;40;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sgcw_2003_N3a;Cowpea;associee;Burkina;2003;0.38779;60;212;6.25;424.460;0.03;0.8;428.27;357.02;71.25;148.03;0;15;8
Burk_sgcw_2003_N3p;Sorghum;associee;Burkina;2003;2.84916;60;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sgcw_2003_N4a;Cowpea;associee;Burkina;2003;0.36829;80;212;6.25;424.460;0.03;0.8;428.27;357.02;71.25;148.03;0;15;8
Burk_sgcw_2003_N4p;Sorghum;associee;Burkina;2003;3.26145;80;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sgcw_2003_N5a;Cowpea;associee;Burkina;2003;0.34886;100;212;6.25;424.460;0.03;0.8;428.27;357.02;71.25;148.03;0;15;8
Burk_sgcw_2003_N5p;Sorghum;associee;Burkina;2003;3.5469;100;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sgcw_2003_N6a;Cowpea;associee;Burkina;2003;0.3333;120;212;6.25;424.460;0.03;0.8;428.27;357.02;71.25;148.03;0;15;8
Burk_sgcw_2003_N6p;Sorghum;associee;Burkina;2003;3.78661;120;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sgcw_2003_N7a;Cowpea;associee;Burkina;2003;0.32242;140;212;6.25;424.460;0.03;0.8;428.27;357.02;71.25;148.03;0;15;8
Burk_sgcw_2003_N7p;Sorghum;associee;Burkina;2003;3.97738;140;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sgcw_2003_N8a;Cowpea;associee;Burkina;2003;0.31724;160;212;6.25;424.460;0.03;0.8;428.27;357.02;71.25;148.03;0;15;8
Burk_sgcw_2003_N8p;Sorghum;associee;Burkina;2003;4.11797;160;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sgcw_2003_N9a;Cowpea;associee;Burkina;2003;0.31581;180;212;6.25;424.460;0.03;0.8;428.27;357.02;71.25;148.03;0;15;8
Burk_sgcw_2003_N9p;Sorghum;associee;Burkina;2003;4.21223;180;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sgcw_2004_N0a;Cowpea;associee;Burkina;2004;0.24909;0;212;6.25;424.460;0.03;0.8;250.46;207.49;42.97;84.7;0;27;6
Burk_sgcw_2004_N0p;Sorghum;associee;Burkina;2004;0.86012;0;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sgcw_2004_N1a;Cowpea;associee;Burkina;2004;0.23606;20;212;6.25;424.460;0.03;0.8;250.46;207.49;42.97;84.7;0;27;6
Burk_sgcw_2004_N1p;Sorghum;associee;Burkina;2004;1.2018;20;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sgcw_2004_N2a;Cowpea;associee;Burkina;2004;0.21822;40;212;6.25;424.460;0.03;0.8;250.46;207.49;42.97;84.7;0;27;6
Burk_sgcw_2004_N2p;Sorghum;associee;Burkina;2004;1.37343;40;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sgcw_2004_N3a;Cowpea;associee;Burkina;2004;0.20889;60;212;6.25;424.460;0.03;0.8;250.46;207.49;42.97;84.7;0;27;6
Burk_sgcw_2004_N3p;Sorghum;associee;Burkina;2004;1.53429;60;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sgcw_2004_N4a;Cowpea;associee;Burkina;2004;0.19837;80;212;6.25;424.460;0.03;0.8;250.46;207.49;42.97;84.7;0;27;6
Burk_sgcw_2004_N4p;Sorghum;associee;Burkina;2004;1.70121;80;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sgcw_2004_N5a;Cowpea;associee;Burkina;2004;0.17991;100;212;6.25;424.460;0.03;0.8;250.46;207.49;42.97;84.7;0;27;6
Burk_sgcw_2004_N5p;Sorghum;associee;Burkina;2004;1.86;100;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sgcw_2004_N6a;Cowpea;associee;Burkina;2004;0.17176;120;212;6.25;424.460;0.03;0.8;250.46;207.49;42.97;84.7;0;27;6
Burk_sgcw_2004_N6p;Sorghum;associee;Burkina;2004;2.00329;120;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sgcw_2004_N7a;Cowpea;associee;Burkina;2004;0.16616;140;212;6.25;424.460;0.03;0.8;250.46;207.49;42.97;84.7;0;27;6
Burk_sgcw_2004_N7p;Sorghum;associee;Burkina;2004;2.1104;140;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sgcw_2004_N8a;Cowpea;associee;Burkina;2004;0.16477;160;212;6.25;424.460;0.03;0.8;250.46;207.49;42.97;84.7;0;27;6
Burk_sgcw_2004_N8p;Sorghum;associee;Burkina;2004;2.16395;160;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sgcw_2004_N9a;Cowpea;associee;Burkina;2004;0.15516;180;212;6.25;424.460;0.03;0.8;250.46;207.49;42.97;84.7;0;27;6
Burk_sgcw_2004_N9p;Sorghum;associee;Burkina;2004;2.08225;180;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sgcw_2005_N0a;Cowpea;associee;Burkina;2005;0.34676;0;212;6.25;424.460;0.03;0.8;348.63;279.46;69.17;135.88;0;26;14
Burk_sgcw_2005_N0p;Sorghum;associee;Burkina;2005;1.95143;0;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
Burk_sgcw_2005_N1a;Cowpea;associee;Burkina;2005;0.32615;20;212;6.25;424.460;0.03;0.8;348.63;279.46;69.17;135.88;0;26;14
Burk_sgcw_2005_N1p;Sorghum;associee;Burkina;2005;2.61714;20;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
Burk_sgcw_2005_N2a;Cowpea;associee;Burkina;2005;0.31561;40;212;6.25;424.460;0.03;0.8;348.63;279.46;69.17;135.88;0;26;14
Burk_sgcw_2005_N2p;Sorghum;associee;Burkina;2005;3.36212;40;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
Burk_sgcw_2005_N3a;Cowpea;associee;Burkina;2005;0.31413;60;212;6.25;424.460;0.03;0.8;348.63;279.46;69.17;135.88;0;26;14
Burk_sgcw_2005_N3p;Sorghum;associee;Burkina;2005;3.64263;60;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
Burk_sgcw_2005_N4a;Cowpea;associee;Burkina;2005;0.31415;80;212;6.25;424.460;0.03;0.8;348.63;279.46;69.17;135.88;0;26;14
Burk_sgcw_2005_N4p;Sorghum;associee;Burkina;2005;3.86764;80;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
Burk_sgcw_2005_N5a;Cowpea;associee;Burkina;2005;0.31316;100;212;6.25;424.460;0.03;0.8;348.63;279.46;69.17;135.88;0;26;14
Burk_sgcw_2005_N5p;Sorghum;associee;Burkina;2005;4.04588;100;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
Burk_sgcw_2005_N6a;Cowpea;associee;Burkina;2005;0.31311;120;212;6.25;424.460;0.03;0.8;348.63;279.46;69.17;135.88;0;26;14
Burk_sgcw_2005_N6p;Sorghum;associee;Burkina;2005;4.17233;120;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
Burk_sgcw_2005_N7a;Cowpea;associee;Burkina;2005;0.31311;140;212;6.25;424.460;0.03;0.8;348.63;279.46;69.17;135.88;0;26;14
Burk_sgcw_2005_N7p;Sorghum;associee;Burkina;2005;4.25935;140;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
Burk_sgcw_2005_N8a;Cowpea;associee;Burkina;2005;0.31311;160;212;6.25;424.460;0.03;0.8;348.63;279.46;69.17;135.88;0;26;14
Burk_sgcw_2005_N8p;Sorghum;associee;Burkina;2005;4.30987;160;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
Burk_sgcw_2005_N9a;Cowpea;associee;Burkina;2005;0.31311;180;212;6.25;424.460;0.03;0.8;348.63;279.46;69.17;135.88;0;26;14
Burk_sgcw_2005_N9p;Sorghum;associee;Burkina;2005;4.32754;180;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
Burk_sgcw_2006_N0a;Cowpea;associee;Burkina;2006;0.45668;0;212;6.25;424.460;0.03;0.8;373.94;281.32;92.62;155.11;0;18;18
Burk_sgcw_2006_N0p;Sorghum;associee;Burkina;2006;0.76103;0;197;6.25;424.460;0.03;0.8;459.08;454.8;4.28;37.9;0;20;20
Burk_sgcw_2006_N1a;Cowpea;associee;Burkina;2006;0.44007;20;212;6.25;424.460;0.03;0.8;373.94;281.32;92.62;155.11;0;18;18
Burk_sgcw_2006_N1p;Sorghum;associee;Burkina;2006;1.19282;20;197;6.25;424.460;0.03;0.8;459.08;454.8;4.28;37.9;0;20;20
Burk_sgcw_2006_N2a;Cowpea;associee;Burkina;2006;0.42502;40;212;6.25;424.460;0.03;0.8;373.94;281.32;92.62;155.11;0;18;18
Burk_sgcw_2006_N2p;Sorghum;associee;Burkina;2006;1.68232;40;197;6.25;424.460;0.03;0.8;459.08;454.8;4.28;37.9;0;20;20
Burk_sgcw_2006_N3a;Cowpea;associee;Burkina;2006;0.41337;60;212;6.25;424.460;0.03;0.8;373.94;281.32;92.62;155.11;0;18;18
Burk_sgcw_2006_N3p;Sorghum;associee;Burkina;2006;2.21125;60;197;6.25;424.460;0.03;0.8;459.08;454.8;4.28;37.9;0;20;20
Burk_sgcw_2006_N4a;Cowpea;associee;Burkina;2006;0.40038;80;212;6.25;424.460;0.03;0.8;373.94;281.32;92.62;155.11;0;18;18
Burk_sgcw_2006_N4p;Sorghum;associee;Burkina;2006;2.51902;80;197;6.25;424.460;0.03;0.8;459.08;454.8;4.28;37.9;0;20;20
Burk_sgcw_2006_N5a;Cowpea;associee;Burkina;2006;0.38122;100;212;6.25;424.460;0.03;0.8;373.94;281.32;92.62;155.11;0;18;18
Burk_sgcw_2006_N5p;Sorghum;associee;Burkina;2006;2.71299;100;197;6.25;424.460;0.03;0.8;459.08;454.8;4.28;37.9;0;20;20
Burk_sgcw_2006_N6a;Cowpea;associee;Burkina;2006;0.36068;120;212;6.25;424.460;0.03;0.8;373.94;281.32;92.62;155.11;0;18;18
Burk_sgcw_2006_N6p;Sorghum;associee;Burkina;2006;2.88798;120;197;6.25;424.460;0.03;0.8;459.08;454.8;4.28;37.9;0;20;20
Burk_sgcw_2006_N7a;Cowpea;associee;Burkina;2006;0.34101;140;212;6.25;424.460;0.03;0.8;373.94;281.32;92.62;155.11;0;18;18
Burk_sgcw_2006_N7p;Sorghum;associee;Burkina;2006;3.06728;140;197;6.25;424.460;0.03;0.8;459.08;454.8;4.28;37.9;0;20;20
Burk_sgcw_2006_N8a;Cowpea;associee;Burkina;2006;0.32247;160;212;6.25;424.460;0.03;0.8;373.94;281.32;92.62;155.11;0;18;18
Burk_sgcw_2006_N8p;Sorghum;associee;Burkina;2006;3.21032;160;197;6.25;424.460;0.03;0.8;459.08;454.8;4.28;37.9;0;20;20
Burk_sgcw_2006_N9a;Cowpea;associee;Burkina;2006;0.30885;180;212;6.25;424.460;0.03;0.8;373.94;281.32;92.62;155.11;0;18;18
Burk_sgcw_2006_N9p;Sorghum;associee;Burkina;2006;3.32918;180;197;6.25;424.460;0.03;0.8;459.08;454.8;4.28;37.9;0;20;20
Burk_sgcw_2007_N0a;Cowpea;associee;Burkina;2007;0.47569;0;212;6.25;424.460;0.03;0.8;458.71;422.16;36.55;144.64;0;16;5
Burk_sgcw_2007_N0p;Sorghum;associee;Burkina;2007;0.85136;0;197;6.25;424.460;0.03;0.8;547.31;541.88;5.43;7.59;0;16;5
Burk_sgcw_2007_N1a;Cowpea;associee;Burkina;2007;0.45256;20;212;6.25;424.460;0.03;0.8;458.71;422.16;36.55;144.64;0;16;5
Burk_sgcw_2007_N1p;Sorghum;associee;Burkina;2007;1.2972;20;197;6.25;424.460;0.03;0.8;547.31;541.88;5.43;7.59;0;16;5
Burk_sgcw_2007_N2a;Cowpea;associee;Burkina;2007;0.44472;40;212;6.25;424.460;0.03;0.8;458.71;422.16;36.55;144.64;0;16;5
Burk_sgcw_2007_N2p;Sorghum;associee;Burkina;2007;1.77494;40;197;6.25;424.460;0.03;0.8;547.31;541.88;5.43;7.59;0;16;5
Burk_sgcw_2007_N3a;Cowpea;associee;Burkina;2007;0.43039;60;212;6.25;424.460;0.03;0.8;458.71;422.16;36.55;144.64;0;16;5
Burk_sgcw_2007_N3p;Sorghum;associee;Burkina;2007;2.31986;60;197;6.25;424.460;0.03;0.8;547.31;541.88;5.43;7.59;0;16;5
Burk_sgcw_2007_N4a;Cowpea;associee;Burkina;2007;0.4053;80;212;6.25;424.460;0.03;0.8;458.71;422.16;36.55;144.64;0;16;5
Burk_sgcw_2007_N4p;Sorghum;associee;Burkina;2007;2.85945;80;197;6.25;424.460;0.03;0.8;547.31;541.88;5.43;7.59;0;16;5
Burk_sgcw_2007_N5a;Cowpea;associee;Burkina;2007;0.39035;100;212;6.25;424.460;0.03;0.8;458.71;422.16;36.55;144.64;0;16;5
Burk_sgcw_2007_N5p;Sorghum;associee;Burkina;2007;3.1535;100;197;6.25;424.460;0.03;0.8;547.31;541.88;5.43;7.59;0;16;5
Burk_sgcw_2007_N6a;Cowpea;associee;Burkina;2007;0.38493;120;212;6.25;424.460;0.03;0.8;458.71;422.16;36.55;144.64;0;16;5
Burk_sgcw_2007_N6p;Sorghum;associee;Burkina;2007;3.37157;120;197;6.25;424.460;0.03;0.8;547.31;541.88;5.43;7.59;0;16;5
Burk_sgcw_2007_N7a;Cowpea;associee;Burkina;2007;0.37463;140;212;6.25;424.460;0.03;0.8;458.71;422.16;36.55;144.64;0;16;5
Burk_sgcw_2007_N7p;Sorghum;associee;Burkina;2007;3.5713;140;197;6.25;424.460;0.03;0.8;547.31;541.88;5.43;7.59;0;16;5
Burk_sgcw_2007_N8a;Cowpea;associee;Burkina;2007;0.3634;160;212;6.25;424.460;0.03;0.8;458.71;422.16;36.55;144.64;0;16;5
Burk_sgcw_2007_N8p;Sorghum;associee;Burkina;2007;3.74028;160;197;6.25;424.460;0.03;0.8;547.31;541.88;5.43;7.59;0;16;5
Burk_sgcw_2007_N9a;Cowpea;associee;Burkina;2007;0.35942;180;212;6.25;424.460;0.03;0.8;458.71;422.16;36.55;144.64;0;16;5
Burk_sgcw_2007_N9p;Sorghum;associee;Burkina;2007;3.85531;180;197;6.25;424.460;0.03;0.8;547.31;541.88;5.43;7.59;0;16;5
Burk_sgcw_2008_N0a;Cowpea;associee;Burkina;2008;0.42329;0;212;6.25;424.460;0.03;0.8;430.73;343.19;87.54;129.07;0;24;23
Burk_sgcw_2008_N0p;Sorghum;associee;Burkina;2008;1.11429;0;197;6.25;424.460;0.03;0.8;533.83;530.08;3.75;39.06;0;26;25
Burk_sgcw_2008_N1a;Cowpea;associee;Burkina;2008;0.41775;20;212;6.25;424.460;0.03;0.8;430.73;343.19;87.54;129.07;0;24;23
Burk_sgcw_2008_N1p;Sorghum;associee;Burkina;2008;1.58554;20;197;6.25;424.460;0.03;0.8;533.83;530.08;3.75;39.06;0;26;25
Burk_sgcw_2008_N2a;Cowpea;associee;Burkina;2008;0.41651;40;212;6.25;424.460;0.03;0.8;430.73;343.19;87.54;129.07;0;24;23
Burk_sgcw_2008_N2p;Sorghum;associee;Burkina;2008;2.10729;40;197;6.25;424.460;0.03;0.8;533.83;530.08;3.75;39.06;0;26;25
Burk_sgcw_2008_N3a;Cowpea;associee;Burkina;2008;0.41106;60;212;6.25;424.460;0.03;0.8;430.73;343.19;87.54;129.07;0;24;23
Burk_sgcw_2008_N3p;Sorghum;associee;Burkina;2008;2.68112;60;197;6.25;424.460;0.03;0.8;533.83;530.08;3.75;39.06;0;26;25
Burk_sgcw_2008_N4a;Cowpea;associee;Burkina;2008;0.40433;80;212;6.25;424.460;0.03;0.8;430.73;343.19;87.54;129.07;0;24;23
Burk_sgcw_2008_N4p;Sorghum;associee;Burkina;2008;3.27575;80;197;6.25;424.460;0.03;0.8;533.83;530.08;3.75;39.06;0;26;25
Burk_sgcw_2008_N5a;Cowpea;associee;Burkina;2008;0.39139;100;212;6.25;424.460;0.03;0.8;430.73;343.19;87.54;129.07;0;24;23
Burk_sgcw_2008_N5p;Sorghum;associee;Burkina;2008;3.64018;100;197;6.25;424.460;0.03;0.8;533.83;530.08;3.75;39.06;0;26;25
Burk_sgcw_2008_N6a;Cowpea;associee;Burkina;2008;0.3747;120;212;6.25;424.460;0.03;0.8;430.73;343.19;87.54;129.07;0;24;23
Burk_sgcw_2008_N6p;Sorghum;associee;Burkina;2008;3.89061;120;197;6.25;424.460;0.03;0.8;533.83;530.08;3.75;39.06;0;26;25
Burk_sgcw_2008_N7a;Cowpea;associee;Burkina;2008;0.35932;140;212;6.25;424.460;0.03;0.8;430.73;343.19;87.54;129.07;0;24;23
Burk_sgcw_2008_N7p;Sorghum;associee;Burkina;2008;4.1129;140;197;6.25;424.460;0.03;0.8;533.83;530.08;3.75;39.06;0;26;25
Burk_sgcw_2008_N8a;Cowpea;associee;Burkina;2008;0.34735;160;212;6.25;424.460;0.03;0.8;430.73;343.19;87.54;129.07;0;24;23
Burk_sgcw_2008_N8p;Sorghum;associee;Burkina;2008;4.29807;160;197;6.25;424.460;0.03;0.8;533.83;530.08;3.75;39.06;0;26;25
Burk_sgcw_2008_N9a;Cowpea;associee;Burkina;2008;0.33885;180;212;6.25;424.460;0.03;0.8;430.73;343.19;87.54;129.07;0;24;23
Burk_sgcw_2008_N9p;Sorghum;associee;Burkina;2008;4.4491;180;197;6.25;424.460;0.03;0.8;533.83;530.08;3.75;39.06;0;26;25
Burk_sgcw_2009_N0a;Cowpea;associee;Burkina;2009;0.46939;0;212;6.25;424.460;0.03;0.8;491.09;401.82;89.27;181.72;0;11;7
Burk_sgcw_2009_N0p;Sorghum;associee;Burkina;2009;1.11483;0;197;6.25;424.460;0.03;0.8;568.43;555.36;13.07;43.03;0;12;7
Burk_sgcw_2009_N1a;Cowpea;associee;Burkina;2009;0.4596;20;212;6.25;424.460;0.03;0.8;491.09;401.82;89.27;181.72;0;11;7
Burk_sgcw_2009_N1p;Sorghum;associee;Burkina;2009;1.59011;20;197;6.25;424.460;0.03;0.8;568.43;555.36;13.07;43.03;0;12;7
Burk_sgcw_2009_N2a;Cowpea;associee;Burkina;2009;0.4525;40;212;6.25;424.460;0.03;0.8;491.09;401.82;89.27;181.72;0;11;7
